x		y		z		m
1.04170790747 0.111990997646 -0.994667237089 0.243130668924
0.962259830934 0.393375974619 -1.00227389107 5.64081682661
0.524716167698 1.09124902697 -0.996022235869 1.68125258527
0.0384697862016 1.00172689589 -1.00007212996 4.07887167104
-0.479390743316 0.948886923591 -0.999642040856 2.41627633048
-0.761664101935 0.515832581447 -1.00229543465 8.21257123533
-1.1541401904 0.0116423969794 -0.99844233553 6.20702498143
-0.959620528442 -0.441500149228 -1.00079596535 3.54119991205
-0.442927355221 -0.927916114118 -0.998671733471 2.08144834516
-0.169127446061 -0.909055301068 -1.00219016581 3.017198995
0.528703941464 -0.847362492734 -1.00037036952 2.46337258201
0.864390417744 -0.524912395009 -0.995794813918 5.31413727863
0.932115804709 0.124406753567 -0.997363337054 3.65526761644
0.860372082884 0.558549934418 -0.997991940591 6.52798889114
0.452863042263 1.00300039279 -0.999030758369 7.63443495984
0.0901187500572 1.06472200241 -0.998347103625 9.51383980753
-0.511324440483 1.01704486447 -1.00054017848 12.0409889272
-0.848288161551 0.598850895047 -1.00217847036 5.77254602247
-1.05818396419 0.0868157274348 -0.996461810078 1.51429015461
-0.981081050812 -0.404513484017 -1.00001056589 0.778340171537
-0.582799338733 -0.942324655047 -0.997752846091 8.09081344699
-0.0137129348353 -0.968836154857 -1.00063070027 2.81940297407
0.508840993617 -0.830872684526 -0.99457452523 6.64183496632
0.947099909608 -0.494234260241 -0.99997730246 2.17242364046
1.01806319938 0.123642791166 -0.998322628764 6.97171312068
0.958657485518 0.343880910869 -0.991073857485 8.23579068176
0.470633421356 0.807731301457 -0.997936485607 1.85129772262
0.0409181747202 0.861448750554 -0.996154927647 4.30446488455
-0.618108637291 0.789413552459 -0.993806010711 5.72503664827
-0.757996171068 0.69865622367 -0.994979532133 6.44703013747
-0.852769545432 0.0985723866106 -0.998029635894 1.41339187073
-0.804517365886 -0.398412522367 -0.996153556451 14.9360463557
-0.462220969033 -1.08815969633 -0.996748534452 0.0770911879818
-0.124211928406 -1.15394811492 -0.993662999259 3.41447275354
0.577956914085 -0.969237979717 -0.998014639661 5.29494011894
0.914396019305 -0.446915742609 -0.995159362235 2.18231222978
0.986987269683 0.0430915447434 -0.994984296106 1.68893839014
0.748178022907 0.482565722994 -0.994305710384 10.5618358662
0.613016788658 0.959555521318 -0.993647657002 1.89004266019
0.211338665197 1.08074940844 -0.994995935775 1.4615224437
-0.484836857203 0.854361407432 -0.991373477602 6.9020817817
-0.85802657187 0.613979166986 -0.99582932404 2.53311452365
-1.02218537348 0.0410265044937 -0.99226274604 0.649372431618
-0.709195925591 -0.463502516926 -0.995548095667 4.39944680388
